ID_LOCAL;DIRECCIÓN;LOCAL;REGIÓN;RPM;EMPRESA DISTRIBUIDORA;ESTADO;COMUNA;CONVENIO;FORMATO
541;Balmaceda Norte Numero 79;LOS LAGOS I;XIV - Los Ríos;0;SURALIS;Abierto;Los Lagos;SIN CONVENIO;UNI
542;Quinchilca 334;LOS LAGOS II;XIV - Los Ríos;0;SURALIS;Abierto;Los Lagos;SIN CONVENIO;UNI
543;Sarmiento 393;PEUMO;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Peumo;SIN CONVENIO;UNI
544;Eleuterio Ramirez 549;PURRANQUE;X - Los Lagos;0;SURALIS;Abierto;Purranque;SIN CONVENIO;UNI
545;Av. Esperanza 138;SAGRADA FAMILIA;VII - Maule;0;NUEVOSUR S.A.;Abierto;Sagrada Familia;SIN CONVENIO;UNI
548;Alberdi  757;QUILLOTA II;V - Valparaiso;0;ESVAL S.A.;Cerrado;Quillota;SIN CONVENIO;UNI
549;Edwadrs 257;LLAY LLAY I;V - Valparaiso;0;ESVAL S.A.;Cerrado;Llay-Llay;SIN CONVENIO;UNI
550;Balmaceda 307;LLAY LLAY II;V - Valparaiso;0;ESVAL S.A.;Abierto;Llay-Llay;SIN CONVENIO;UNI
551;11 Oriente 1371;TALCA;VII - Maule;0;NUEVOSUR S.A.;Cerrado;Talca;SIN CONVENIO;UNI
552;Huamachuco 613;SAN CLEMENTE;VII - Maule;0;NUEVOSUR S.A.;Abierto;San Clemente;SIN CONVENIO;UNI
553;Carmen Larrain Nº 44;CHIMBARONGO;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Chimbarongo;SIN CONVENIO;UNI
554;Armando Jaramillo Nª152;NANCAGUA;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Nancagua;SIN CONVENIO;UNI
555;Obispo Rafael Lira 042;GRANEROS;VI - O'Higgins;4574;ESSBIO S.A.;Abierto;Graneros;SIN CONVENIO;UNI
556;Av. 7 De Abril 2069;LONTUE;VII - Maule;0;NUEVOSUR S.A.;Abierto;Molina;SIN CONVENIO;UNI
557;Av. Libertad 1124-B;ROMERAL;VII - Maule;0;NUEVOSUR S.A.;Abierto;Romeral;SIN CONVENIO;UNI
572;Arturo Prat 796;LA CALERA;V - Valparaiso;0;ESVAL S.A.;Cerrado;La Calera;SIN CONVENIO;UNI
573;Libertad 249;OVALLE I;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;Ovalle;SIN CONVENIO;UNI
574;Concepcion Nº 224;COLINA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Colina;SIN CONVENIO;UNI
575;Arturo Prat 364;ANCUD;X - Los Lagos;0;SURALIS;Cerrado;Ancud;SIN CONVENIO;UNI
576;O'Higgins 711;CASTRO I;X - Los Lagos;3875;SURALIS;Abierto;Castro;SIN CONVENIO;UNI
577;San Martin Nº 705;CASTRO II;X - Los Lagos;0;SURALIS;Cerrado;Castro;SIN CONVENIO;UNI
578;Delicias 06;ACHAO;X - Los Lagos;0;SURALIS;Abierto;Quinchao;SIN CONVENIO;UNI
579;Lord Cocharnne 556;OVALLE II;IV - Coquimbo;0;AGUAS DEL VALLE S A;Cerrado;Ovalle;SIN CONVENIO;UNI
580;San Pablo 8315;PUDAHUEL;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Pudahuel;SIN CONVENIO;UNI
581;Avda. Vicuña Mackenna 6331;MIRADOR;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Florida;SIN CONVENIO;UNI
582;Cuevas, 483 Nivel -2;RANCAGUA MALL;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Rancagua;SIN CONVENIO;UNI
583;Balmaceda N° 1900;SAN JAVIER;VII - Maule;0;NUEVOSUR S.A.;Abierto;San Javier;SIN CONVENIO;UNI
584;Sargento Silva 751;SARGENTO SILVA;X - Los Lagos;0;SURALIS;Cerrado;Puerto Montt;SIN CONVENIO;UNI
585;Los Volcanes 585;LOS VOLCANES;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
586;Camino Buin Maipo 3147;BUIN MAIPO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Buin;SIN CONVENIO;UNI
598;San Pablo 7171;LO PRADO;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Lo Prado;SIN CONVENIO;UNI
599;Alfredo Silva Carvallo 730;SILVA CARVALLO II;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Maipú;SIN CONVENIO;UNI
600;Ruta A16 3350;ALTO HOSPICIO II;I - Tarapacá;0;AGUAS DEL ALTIPLANO S.A.;Abierto;Alto Hospicio;SIN CONVENIO;UNI
601;Av. 8 Oriente 720;CHIGUAYANTE II;VIII - Biobío;0;ESSBIO S.A.;Abierto;Chiguayante;SIN CONVENIO;UNI
602;Cosme Churruca 75;LOMAS DE SAN ANDRES;VIII - Biobío;0;ESSBIO S.A.;Abierto;Concepción;SIN CONVENIO;UNI
603;Alameda  2215;REPUBLICA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Santiago;SIN CONVENIO;UNI
621;San Marcos 1027;EL TABO;V - Valparaiso;0;ESVAL S.A.;Abierto;El Tabo;SIN CONVENIO;UNI
622;Manzana 18  Zona Franca ;ZONA FRANCA I;XII - Magallanes;0;CARGA BCE ABU-GOSCH;Abierto;Punta Arenas;SIN CONVENIO;UNI
624;Av. Pte. Rios 672;PUCHUNCAVI;V - Valparaiso;0;ESVAL S.A.;Abierto;Puchuncaví;SIN CONVENIO;UNI
625;Calle Normandia 2680;QUINTERO II;V - Valparaiso;0;ESVAL S.A.;Abierto;Quintero;SIN CONVENIO;UNI
626;Santiago Del Apostol 4063;EL MILAGRO;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;La Serena;SIN CONVENIO;UNI
627;Av. Simpson 499;VALDIVIA;XIV - Los Ríos;0;AGUAS DECIMA S A;Cerrado;Valdivia;SIN CONVENIO;UNI
628;Casanova 306;CARTAGENA;V - Valparaiso;0;ESVAL S.A.;Abierto;Cartagena;SIN CONVENIO;UNI
629;Av Isidoro Dubornois 890;EL QUISCO II;V - Valparaiso;0;ESVAL S.A.;Proyecto;El Quisco;SIN CONVENIO;UNI
632;Saturnino Epulef 1117;VILLARRICA II;IX - Araucanía;0;AGUAS ARAUCANIA S A;Cerrado;Villarrica;SIN CONVENIO;UNI
633;Garcia Y Reyes S/N;CHIMBARONGO II;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Chimbarongo;SIN CONVENIO;UNI
641;Chacabuco 302;VICUÑA;IV - Coquimbo;0;AGUAS DEL VALLE S A;Abierto;Vicuña;SIN CONVENIO;UNI
642;Los Notros N° 1272;LOS NOTROS;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
643;Longitudinal Sur 4251 - Parcela 11;LINDEROS;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Buin;SIN CONVENIO;UNI
644;Republica  391;RANCAGUA REPUBLICA;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Rancagua;SIN CONVENIO;UNI
645;Av. Membrillar 10;MEMBRILLAR;VI - O'Higgins;84;ESSBIO S.A.;Abierto;Rancagua;SIN CONVENIO;UNI
646;Av. Eduardo Frei 0770;HORNILLAS;XII - Magallanes;0;AGUAS MAGALLANES S.A.;Cerrado;Punta Arenas;SIN CONVENIO;UNI
669;LO BARNECHEA 1393;TIENDA DUMMY UNI;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Lo Barnechea;SIN CONVENIO;UNI
670;Padre Arteaga 1002;PADRE ARTEAGA;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Lo Barnechea;SIN CONVENIO;UNI
671;Av. Las Condes 14791;LAS CONDES;RM - Santiago;0;AGUAS CORDILLERA S.A.;Abierto;Lo Barnechea;SIN CONVENIO;UNI
673;Latorre 2149;LA TORRE II;II - Antofagasta;0;AGUAS DE ANTOFAGASTA S A;Abierto;Calama;SIN CONVENIO;UNI
674;Brasilia 2386;BRASILIA;II - Antofagasta;0;AGUAS DE ANTOFAGASTA S A;Abierto;Calama;SIN CONVENIO;UNI
675;Av. Grecia 2314;GRECIA II;II - Antofagasta;0;AGUAS DE ANTOFAGASTA S A;Cerrado;Calama;SIN CONVENIO;UNI
681;AVDA 18 SEPTIEMBRE 2501;ROTONDA ARICA;XV - Arica y Parinacota;0;AGUAS DEL ALTIPLANO S.A.;Abierto;Arica;SIN CONVENIO;UNI
682;BALMACEDA 542;LA UNION;XIV - Los Ríos;0;AGUAS DECIMA S A;Proyecto;La Unión;SIN CONVENIO;UNI
683;Gran Av.6555;METRO LO OVALLE;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Cisterna;SIN CONVENIO;UNI
684;Av. Carlos Richter 199;FRUTILLAR II;X - Los Lagos;0;SURALIS;Proyecto;Frutillar;SIN CONVENIO;UNI
685;Av. Alemania 610;LOS ANGELES SINAY;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;UNI
686;Avda. Kennedy 2235;RANCAGUA KENNEDY;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Rancagua;SIN CONVENIO;UNI
702;Ortuzar 323;PICHILEMU II;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Pichilemu;SIN CONVENIO;UNI
703;Manuel Montt 398;CORONEL II;VIII - Biobío;0;ESSBIO S.A.;Abierto;Coronel;SIN CONVENIO;UNI
704;Los Notros 2961;LAGUNILLAS;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Coronel;SIN CONVENIO;UNI
705;Maipu 2099;MAIPU;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Concepción;SIN CONVENIO;UNI
706;Av. Collao 870;COLLAO;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Concepción;SIN CONVENIO;UNI
707;Freire 800;PENCO II;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Penco;SIN CONVENIO;UNI
708;Manuel Rodriguez 376;CHIGUAYANTE III;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Chiguayante;SIN CONVENIO;UNI
709;Manuel Rodriguez 1500;MANQUIMAVIDA;VIII - Biobío;0;ESSBIO S.A.;Abierto;Chiguayante;SIN CONVENIO;UNI
710;Las Violetas 1782 (Ex 39);LOS HUERTOS;VIII - Biobío;0;ESSBIO S.A.;Abierto;San Pedro De La Paz;SIN CONVENIO;UNI
711;Manuel Montt 1255;TOME II;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Tomé;SIN CONVENIO;UNI
712;Ignacio Serrano 500;SAN CARLOS II;XVI - Ñuble;0;ESSBIO S.A.;Abierto;San Carlos;SIN CONVENIO;UNI
713;Gomez Carreño 3875;GOMEZ CARREÑO;VIII - Biobío;0;ESSBIO S.A.;Abierto;Talcahuano;SIN CONVENIO;UNI
714;Etchevers Alto 594;ETCHEVERS;V - Valparaiso;0;ESVAL S.A.;Abierto;Viña Del Mar;SIN CONVENIO;UNI
715;Covadonga 391;ARAUCO II;VIII - Biobío;0;ESSBIO S.A.;Abierto;Arauco;SIN CONVENIO;UNI
716;Pedro Aguirre Cerda 602;LA VIOLETA;VIII - Biobío;0;ESSBIO S.A.;Abierto;Lota;SIN CONVENIO;UNI
717;Los Sargazos 1855;JARDIN DEL MAR;V - Valparaiso;0;ESVAL S.A.;Abierto;Viña Del Mar;SIN CONVENIO;UNI
718;Sargento Aldea 855;CHILLAN TERMINAL;XVI - Ñuble;0;ESSBIO S.A.;Cerrado;Chillán;SIN CONVENIO;UNI
719;Av. San Pedro 25;SAN PEDRO;VIII - Biobío;0;ESSBIO S.A.;Cerrado;San Pedro De La Paz;SIN CONVENIO;UNI
720;O'Higgins 101;CURANILAHUE;VIII - Biobío;0;ESSBIO S.A.;Abierto;Curanilahue;SIN CONVENIO;UNI
721;Carlos Palacios 151;BULNES;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Bulnes;SIN CONVENIO;UNI
722;Bulnes 130;LEBU;VIII - Biobío;0;ESSBIO S.A.;Abierto;Lebu;SIN CONVENIO;UNI
723;Balmaceda 62;LAJA;VIII - Biobío;0;ESSBIO S.A.;Abierto;Laja;SIN CONVENIO;UNI
724;Ignacio Serrano 980;CARACOL;VIII - Biobío;0;ESSBIO S.A.;Abierto;Tomé;SIN CONVENIO;UNI
725;Cayumanqui 495;QUILLON;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Quillón;SIN CONVENIO;UNI
726;Balmaceda 546;COIHUECO;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Coihueco;SIN CONVENIO;UNI
727;Jose Donoso 65;JOSE DONOSO;VIII - Biobío;0;ESSBIO S.A.;Cerrado;San Pedro De La Paz;SIN CONVENIO;UNI
728;Pisagua 21;PISAGUA I;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Chimbarongo;SIN CONVENIO;UNI
729;Pisagua 24;PISAGUA II;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Chimbarongo;SIN CONVENIO;UNI
730;Manuel Rodriguez 1978;VITTORIO;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Chiguayante;SIN CONVENIO;UNI
731;Av. Los Puelches 705;LOS PUELCHES;XVI - Ñuble;0;ESSBIO S.A.;Cerrado;Chillán;SIN CONVENIO;UNI
732;Esmeralda 211;YUNGAY;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Yungay;SIN CONVENIO;UNI
733;"Avenida Bernardo O""Higgins 2305";CHILLAN VIEJO;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Chillán Viejo;SIN CONVENIO;UNI
734;O'Higgins 620;YUMBEL;VIII - Biobío;0;ESSBIO S.A.;Abierto;Yumbel;SIN CONVENIO;UNI
735;General Cruz 380;CABRERO;VIII - Biobío;0;ESSBIO S.A.;Abierto;Cabrero;SIN CONVENIO;UNI
736;Juan Antonio Rios 3039;EL VOLCAN;VIII - Biobío;0;ESSBIO S.A.;Abierto;Coronel;SIN CONVENIO;UNI
737;La Araucana 490;HUALQUI;VIII - Biobío;0;ESSBIO S.A.;Abierto;Hualqui;SIN CONVENIO;UNI
738;Castellon 597;COELEMU;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Coelemu;SIN CONVENIO;UNI
739;Manuel Rodriguez 3004;LEONERA;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Chiguayante;SIN CONVENIO;UNI
740;Bulgaria 2818;HUALPEN;VIII - Biobío;0;ESSBIO S.A.;Abierto;Hualpén;SIN CONVENIO;UNI
741;Anibal Pinto 1828;ANIBAL PINTO;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Concepción;SIN CONVENIO;UNI
742;Sargento Aldea 135;LIRQUEN;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Penco;SIN CONVENIO;UNI
743;Caupolican 772;CONCEPCION III;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Concepción;SIN CONVENIO;UNI
744;Los Carrera 1380;LOS ANGELES CARRERA;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;UNI
745;Avenida Pdte. Eduardo Frei 162;LOS LLEUQUES;VIII - Biobío;0;ESSBIO S.A.;Abierto;Cañete;SIN CONVENIO;UNI
746;Arturo Prat 500;HUEPIL;VIII - Biobío;0;ESSBIO S.A.;Abierto;Tucapel;SIN CONVENIO;UNI
747;Tucapel 285;SAN PEDRO DEL MAR;VIII - Biobío;0;ESSBIO S.A.;Abierto;San Pedro De La Paz;SIN CONVENIO;UNI
748;Av. Dos 35;PEÑUELAS;VIII - Biobío;0;ESSBIO S.A.;Abierto;Hualpén;SIN CONVENIO;UNI
749;Esmeralda 550;EL CARMEN;XVI - Ñuble;0;ESSBIO S.A.;Abierto;El Carmen;SIN CONVENIO;UNI
750;Saavedra 525;CAÑETE;VIII - Biobío;0;ESSBIO S.A.;Abierto;Cañete;SIN CONVENIO;UNI
751;ARTURO PRAT  70;RENGO;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Rengo;SIN CONVENIO;UNI
752;Anibal Pinto 72;TEMUCO II;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;UNI
753;Anibal Pinto 72;TEMUCO III;IX - Araucanía;0;AGUAS ARAUCANIA S A;Cerrado;Temuco;SIN CONVENIO;UNI
754;Avenida Javiera Carrera 1610;TEMUCO IV;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;CONVENIO;UNI
755;Av. Carlos Schorr Nº 265;TALCA II;VII - Maule;0;NUEVOSUR S.A.;Abierto;Talca;SIN CONVENIO;UNI
756;2 Sur 1953;TALCA III;VII - Maule;0;NUEVOSUR S.A.;Abierto;Talca;SIN CONVENIO;UNI
757;Patricio Lynch 2042;LYNCH;X - Los Lagos;0;SURALIS;Cerrado;Osorno;SIN CONVENIO;UNI
758;14 Sur 1310;TALCA IV;VII - Maule;0;NUEVOSUR S.A.;Abierto;Talca;SIN CONVENIO;UNI
759;Av. Alemania 100;PORTAL;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;UNI
760;Av. Colon 600;COLON;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;UNI
761;Marconi 1177;MARCONI;VIII - Biobío;0;ESSBIO S.A.;Abierto;Los Angeles;SIN CONVENIO;UNI
762;Jose Luis Osorio Nº95;ANGOL;IX - Araucanía;0;AGUAS ARAUCANIA S A;Cerrado;Angol;SIN CONVENIO;UNI
763;Juan Soler Manfredini 51;JUAN SOLER;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
764;Urmeneta 574;URMENETA;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
765;Diego Portales 1800;PORTALES;X - Los Lagos;0;SURALIS;Cerrado;Puerto Montt;SIN CONVENIO;UNI
766;Av. Gabriela Mistral S/N Alerce;ALERCE;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
767;Colo Colo 318;ANCUD III;X - Los Lagos;0;SURALIS;Abierto;Ancud;SIN CONVENIO;UNI
768;Lord Cochrane 646;COYHAIQUE II;XI - Aysén;0;AGUAS PATAGONIA;Cerrado;Coyhaique;SIN CONVENIO;UNI
769;Federico Errazuriz 211;CALBUCO;X - Los Lagos;0;SURALIS;Abierto;Calbuco;SIN CONVENIO;UNI
770;Av. Juan Ladrilleros 460;QUELLON II;X - Los Lagos;0;SURALIS;Abierto;Quellón;SIN CONVENIO;UNI
771;Av. La Cruz 2006;MIRASOL;X - Los Lagos;3723;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
772;Av. Cuarta Terraza 5001;VALLE VOLCANES;X - Los Lagos;0;SURALIS;Cerrado;Puerto Montt;SIN CONVENIO;UNI
773;Baquedano 612;LLANQUIHUE;X - Los Lagos;0;SURALIS;Abierto;Llanquihue;SIN CONVENIO;UNI
774;Antonio Varas 991;ANTONIO VARAS;X - Los Lagos;0;SURALIS;Cerrado;Puerto Montt;SIN CONVENIO;UNI
775;Chillan 65;PUERTO MONTT III;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
776;Errazuriz 1040;VALDIVIA II;XIV - Los Ríos;0;AGUAS DECIMA S A;Cerrado;Valdivia;SIN CONVENIO;UNI
777;Patricio Lynch 1278;CENTRAL;X - Los Lagos;3684;SURALIS;Abierto;Osorno;CONVENIO;UNI
778;Julio Buschman 2223;ORIENTE;X - Los Lagos;2867;SURALIS;Abierto;Osorno;CONVENIO;UNI
779;Ramirez 699;BULNES II;X - Los Lagos;0;SURALIS;Abierto;Osorno;SIN CONVENIO;UNI
780;Victoria 367 Rahue Bajo;VICTORIA;X - Los Lagos;1362;SURALIS;Abierto;Osorno;SIN CONVENIO;UNI
781;Republica 690;REPUBLICA II;X - Los Lagos;0;SURALIS;Cerrado;Osorno;SIN CONVENIO;UNI
782;Yungay 420;YUNGAY VALDIVIA;XIV - Los Ríos;0;AGUAS DECIMA S A;Abierto;Valdivia;SIN CONVENIO;UNI
783;Barros Arana 1595;ZENTENO;X - Los Lagos;0;SURALIS;Cerrado;Osorno;SIN CONVENIO;UNI
784;Serrano  617;LA UNION II;XIV - Los Ríos;0;SURALIS;Abierto;La Unión;SIN CONVENIO;UNI
785;Comercio 650;COMERCIO;XIV - Los Ríos;0;AGUAS DECIMA S A;Cerrado;La Unión;SIN CONVENIO;UNI
786;Arturo Prat 688;PAILLACO;XIV - Los Ríos;0;SURALIS;Abierto;Paillaco;SIN CONVENIO;UNI
787;Pedro Lagos 593;RIO BUENO II;XIV - Los Ríos;0;SURALIS;Abierto;Rio Bueno;SIN CONVENIO;UNI
788;Pedro De Valdivia 115;PANGUIPULLI;XIV - Los Ríos;0;SURALIS;Abierto;Panguipulli;SIN CONVENIO;UNI
789;Arturo Alessandri 381;FRUTILLAR III;X - Los Lagos;0;SURALIS;Abierto;Frutillar;SIN CONVENIO;UNI
790;Rene Schneider 3722;VALDIVIA III;XIV - Los Ríos;0;AGUAS DECIMA S A;Cerrado;Valdivia;SIN CONVENIO;UNI
791;Av. Francia 2651;VALDIVIA IV;XIV - Los Ríos;0;AGUAS DECIMA S A;Abierto;Valdivia;SIN CONVENIO;UNI
797;Av. Brasil 7085;RENCA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Renca;SIN CONVENIO;UNI
798;Padre Hurtado  03;MACHALI II;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Machalí;SIN CONVENIO;UNI
799;Valparaiso 681;VILLA ALEMANA II;V - Valparaiso;0;ESVAL S.A.;Cerrado;Villa Alemana;SIN CONVENIO;UNI
890;MIRAFLORES # 1185;PEÑAFLOR;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;PEÑAFLOR;SIN CONVENIO;UNI
895;Av. Camino San José de Maipo, n° domiciliario 06355, local comercial C1;LAS VIZCACHAS;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Puente Alto;SIN CONVENIO;UNI
898;San Juan 1135 local 38 Machali;SAN JUAN DE MACHALI;VI - O'Higgins;0;ESSBIO S.A.;Abierto;Machali;SIN CONVENIO;UNI
900;Portales 114;CASABLANCA II;V - Valparaiso;0;ESVAL S.A.;Cerrado;Casablanca;SIN CONVENIO;UNI
901;Federico Errazuriz 572;CALBUCO II;X - Los Lagos;0;SURALIS;Abierto;Calbuco;SIN CONVENIO;UNI
902;Av. Valparaiso 899;VILLA ALEMANA III;V - Valparaiso;0;ESVAL S.A.;Abierto;Villa Alemana;SIN CONVENIO;UNI
903;Pedro Fontova 7626;HUECHURABA FONTOVA;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Huechuraba;SIN CONVENIO;UNI
904;Av. La Cruz 01000;RANCAGUA REPUBLICA II;VI - O'Higgins;0;ESSBIO S.A.;Cerrado;Rancagua;SIN CONVENIO;UNI
905;Vicuña Mackenna 7802;VICENTE VALDES;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Florida;SIN CONVENIO;UNI
906;Avenida Caupolican 0191;TEMUCO CAUPOLICAN;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;UNI
907;Bilbao 477;TALCAHUANO BILBAO;VIII - Biobío;0;ESSBIO S.A.;Abierto;Talcahuano;SIN CONVENIO;UNI
908;Camino Del Amanecer 1122;LOMAS SAN SEBASTIAN;VIII - Biobío;0;ESSBIO S.A.;Cerrado;Concepción;SIN CONVENIO;UNI
909;SAN MARTIN ( L147)  0675;TEMUCO SAN MARTIN;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;UNI
910;Camino Melipilla 16850;MAIPU CAMINO MELIPILLA;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;UNI
911;4 Poniente 1197;MAIPU 4 PONIENTE;RM - Santiago;0;SMAPA;Abierto;Maipú;SIN CONVENIO;UNI
912;Rojas Magallanes 3638;ROJAS MAGALLANES;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;La Florida;SIN CONVENIO;UNI
913;5 de Abril 864;CHILLAN IV;XVI - Ñuble;0;ESSBIO S.A.;Abierto;Chillán;SIN CONVENIO;UNI
914;Camino El Venado 1380;SAN PEDRO DE LA PAZ;VIII - Biobío;0;ESSBIO S.A.;Abierto;San Pedro De La Paz;SIN CONVENIO;UNI
915;Av. Parque Industrial 450;ROTONDA;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
916;Volcán Puntiagudo  100;PALOMA;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
917;Avenida Alcalde Delano 10497;LOS TRAPENSES;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Lo Barnechea;SIN CONVENIO;UNI
918;Jose Joaquin Perez 8045;CERRO NAVIA;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Cerro Navia;SIN CONVENIO;UNI
919;Av. Concha y Toro 1208/1184;CONCHA Y TORO II;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Puente Alto;SIN CONVENIO;UNI
920;Las Encinas 2690;BARRIO INGLES;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Temuco;SIN CONVENIO;UNI
921;Manuel Antonio Matta 1050;MATTA QUILICURA;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Quilicura;SIN CONVENIO;UNI
923;AV.STA. MARIA  2465;SANTA MARIA ARICA;XV - Arica y Parinacota;0;AGUAS DEL ALTIPLANO S.A.;Abierto;Arica;SIN CONVENIO;UNI
924;Tobalaba 11855;PEÑALOLEN;RM - Santiago;0;AGUAS ANDINAS S.A.;Cerrado;Peñalolén;SIN CONVENIO;UNI
925;Gabriela Mistral 900;PUERTO MONTT II;X - Los Lagos;0;SURALIS;Abierto;Puerto Montt;SIN CONVENIO;UNI
926;AV VITACURA 4607;VITACURA VESPUCIO;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Vitacura;SIN CONVENIO;UNI
927;Av. Chicureo S/N;PIEDRA ROJA;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Colina;SIN CONVENIO;UNI
928;Manquehue 1244;PADRE LAS CASAS;IX - Araucanía;0;AGUAS ARAUCANIA S A;Abierto;Padre Las Casas;SIN CONVENIO;UNI
929;Antonia López de Bello 118;PURISIMA;RM - Santiago;0;AGUAS ANDINAS S.A.;Proyecto;Recoleta;SIN CONVENIO;UNI
930;Doctor Salinas 1101;DOCTOR SALINAS;VI - O'Higgins;0;ESSBIO S.A.;Proyecto;Rancagua;SIN CONVENIO;UNI
931;Los Morros 565;CAMINO NOS;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;San Bernardo;SIN CONVENIO;UNI
932;Av. Balmaceda 3070;BALMACEDA II;IV - Coquimbo;0;AGUAS DEL VALLE S A;Proyecto;La Serena;SIN CONVENIO;UNI
933;San Francisco 666;PUERTO VARAS;X - Los Lagos;0;SURALIS;Proyecto;Puerto Varas;SIN CONVENIO;UNI
935;Encón 500;SAN FELIPE ENCON;V - Valparaiso;0;ESVAL S.A.;Abierto;San Felipe;SIN CONVENIO;UNI
939;Del Alhelí 2011;MARGA MARGA;V - Valparaiso;0;ESVAL S.A.;Abierto;Quilpué;SIN CONVENIO;UNI
943;AV. Oriente N° 1245;LOS ANGELES LATORRE;VIII - Biobío;0;ESSBIO S.A.;Proyecto;;SIN CONVENIO;UNI
953;Avda. Consistorial 2701;CONSISTORIAL;RM - Santiago;0;AGUAS ANDINAS S.A.;Abierto;Peñalolén;SIN CONVENIO;UNI
